[zipcode=]충북 제천시 강제동 강저휴먼시아2단지아파트 (201∼205동) 49800 ]
[zipcode=]충북 제천시 강제동 강저휴먼시아3단지아파트 (301∼309동) 49801 ]
[zipcode=]충북 제천시 강제동  49802 ]
[zipcode=]충북 보은군 수한면 질신리  51101 ]
[zipcode=]충북 보은군 수한면 차정리  51102 ]
[zipcode=]충북 보은군 수한면 후평리  51103 ]
[zipcode=]충북 보은군 수한면  51104 ]
[zipcode=]충북 보은군 장안면 개안리  51105 ]
[zipcode=]충북 보은군 장안면 구인리  51106 ]
[zipcode=]충북 보은군 장안면 봉비리  51107 ]
[zipcode=]충북 보은군 장안면 불목리  51108 ]
[zipcode=]충북 보은군 장안면 서원리  51109 ]
[zipcode=]충북 보은군 장안면 오창리  51110 ]
[zipcode=]충북 보은군 장안면 장내리  51111 ]
[zipcode=]충북 보은군 장안면 장재리  51112 ]
[zipcode=]충북 보은군 장안면 황곡리  51113 ]
[zipcode=]충북 보은군 장안면  51114 ]
[zipcode=]충북 보은군 탄부면 고승리  51115 ]
[zipcode=]충북 보은군 탄부면 구암리  51116 ]
[zipcode=]충북 보은군 탄부면 대양리  51117 ]
[zipcode=]충북 보은군 탄부면 덕동리  51118 ]
[zipcode=]충북 보은군 탄부면 매화리  51119 ]
[zipcode=]충북 보은군 탄부면 벽지리  51120 ]
[zipcode=]충북 보은군 탄부면 사직리  51121 ]
[zipcode=]충북 보은군 탄부면 상장리  51122 ]
[zipcode=]충북 보은군 탄부면 성지리  51123 ]
[zipcode=]충북 보은군 탄부면 임한리  51124 ]
[zipcode=]충북 보은군 탄부면 장암리  51125 ]
[zipcode=]충북 보은군 탄부면 평각리  51126 ]
[zipcode=]충북 보은군 탄부면 하장리  51127 ]
[zipcode=]충북 보은군 탄부면  51128 ]
[zipcode=]충북 보은군 회남면 거교리  51129 ]
[zipcode=]충북 보은군 회남면 금곡리  51130 ]
[zipcode=]충북 보은군 회남면 남대문리  51131 ]
[zipcode=]충북 보은군 회남면 법수리  51132 ]
[zipcode=]충북 보은군 회남면 분저리  51133 ]
[zipcode=]충북 보은군 회남면 사음리  51134 ]
[zipcode=]충북 보은군 회남면 산수리  51135 ]
[zipcode=]충북 보은군 회남면 신곡리  51136 ]
[zipcode=]충북 보은군 회남면 신추리  51137 ]
[zipcode=]충북 보은군 회남면 용호리  51138 ]
[zipcode=]충북 보은군 회남면 은운리  51139 ]
[zipcode=]충북 보은군 회남면 조곡리  51140 ]
[zipcode=]충북 보은군 회남면 판장리  51141 ]
[zipcode=]충북 보은군 회남면  51142 ]
[zipcode=]충북 보은군 회인면 갈티리  51143 ]
[zipcode=]충북 보은군 회인면 건천리  51144 ]
[zipcode=]충북 보은군 회인면 고석리  51145 ]
[zipcode=]충북 보은군 회인면 눌곡리  51146 ]
[zipcode=]충북 보은군 회인면 부수리  51147 ]
[zipcode=]충북 보은군 회인면 송평리  51148 ]
[zipcode=]충북 보은군 회인면 신대리  51149 ]
[zipcode=]충북 보은군 회인면 신문리  51150 ]
[zipcode=]충북 보은군 회인면 쌍암리  51151 ]
[zipcode=]충북 보은군 회인면 애곡리  51152 ]
[zipcode=]충북 보은군 회인면 오동리  51153 ]
[zipcode=]충북 보은군 회인면 용곡리  51154 ]
[zipcode=]충북 보은군 회인면 용촌리  51155 ]
[zipcode=]충북 보은군 회인면 죽암리  51156 ]
[zipcode=]충북 보은군 회인면 중앙리  51157 ]
[zipcode=]충북 보은군 회인면  51158 ]
[zipcode=]충북 영동군 영동읍 가리  51159 ]
[zipcode=]충북 영동군 영동읍 계산리 1∼179 51160 ]
[zipcode=]충북 영동군 영동읍 계산리 180∼199 51161 ]
[zipcode=]충북 영동군 영동읍 계산리 200∼209 51162 ]
[zipcode=]충북 영동군 영동읍 계산리 210∼399 51163 ]
[zipcode=]충북 영동군 영동읍 계산리 400∼630 51164 ]
[zipcode=]충북 영동군 영동읍 계산리 631∼675 51165 ]
[zipcode=]충북 영동군 영동읍 계산리 676∼698 51166 ]
[zipcode=]충북 영동군 영동읍 계산리 700∼900 51167 ]
[zipcode=]충북 영동군 영동읍 구교리  51168 ]
[zipcode=]충북 영동군 영동읍 금리  51169 ]
[zipcode=]충북 영동군 영동읍 당곡리  51170 ]
[zipcode=]충북 영동군 영동읍 동정리  51171 ]
[zipcode=]충북 영동군 영동읍 매천리  51172 ]
[zipcode=]충북 영동군 영동읍 봉현리  51173 ]
[zipcode=]충북 영동군 영동읍 부용리  51174 ]
[zipcode=]충북 영동군 영동읍 비탄리  51175 ]
[zipcode=]충북 영동군 영동읍 산이리  51176 ]
[zipcode=]충북 영동군 영동읍 산익리  51177 ]
[zipcode=]충북 영동군 영동읍 설계리 영동대학교  51178 ]
[zipcode=]충북 영동군 영동읍 설계리  51179 ]
[zipcode=]충북 영동군 영동읍 심원리  51180 ]
[zipcode=]충북 영동군 영동읍 양가리  51181 ]
[zipcode=]충북 영동군 영동읍 영동군청  51182 ]
[zipcode=]충북 영동군 영동읍 영동우체국  51183 ]
[zipcode=]충북 영동군 영동읍 영산리  51184 ]
[zipcode=]충북 영동군 영동읍 예전리  51185 ]
[zipcode=]충북 영동군 영동읍 오정리  51186 ]
[zipcode=]충북 영동군 영동읍 임계리  51187 ]
[zipcode=]충북 영동군 영동읍 주곡리  51188 ]
[zipcode=]충북 영동군 영동읍 중앙리  51189 ]
[zipcode=]충북 영동군 영동읍 화신리  51190 ]
[zipcode=]충북 영동군 영동읍 회동리  51191 ]
[zipcode=]충북 영동군 영동읍  51192 ]
[zipcode=]충북 영동군 매곡면 강진리  51193 ]
[zipcode=]충북 영동군 매곡면 공수리  51194 ]
[zipcode=]충북 영동군 매곡면 노천리  51195 ]
[zipcode=]충북 영동군 매곡면 수원리  51196 ]
[zipcode=]충북 영동군 매곡면 어촌리  51197 ]
[zipcode=]충북 영동군 매곡면 옥전리  51198 ]
[zipcode=]충북 영동군 매곡면 유전리  51199 ]
[zipcode=]충북 영동군 매곡면 장척리  51200 ]
[zipcode=]충북 영동군 매곡면  51201 ]
[zipcode=]충북 영동군 상촌면 고자리  51202 ]
[zipcode=]충북 영동군 상촌면 관기리  51203 ]
[zipcode=]충북 영동군 상촌면 궁촌리  51204 ]
[zipcode=]충북 영동군 상촌면 대해리  51205 ]
[zipcode=]충북 영동군 상촌면 돈대리  51206 ]
[zipcode=]충북 영동군 상촌면 둔전리  51207 ]
[zipcode=]충북 영동군 상촌면 물한리  51208 ]
[zipcode=]충북 영동군 상촌면 상도대리  51209 ]
[zipcode=]충북 영동군 상촌면 석현리  51210 ]
[zipcode=]충북 영동군 상촌면 유곡리  51211 ]
[zipcode=]충북 영동군 상촌면 임산리  51212 ]
[zipcode=]충북 영동군 상촌면 하도대리  51213 ]
[zipcode=]충북 영동군 상촌면 흥덕리  51214 ]
[zipcode=]충북 영동군 상촌면  51215 ]
[zipcode=]충북 영동군 심천면 각계리  51216 ]
[zipcode=]충북 영동군 심천면 고당리  51217 ]
[zipcode=]충북 영동군 심천면 구탄리  51218 ]
[zipcode=]충북 영동군 심천면 금정리  51219 ]
[zipcode=]충북 영동군 심천면 기호리  51220 ]
[zipcode=]충북 영동군 심천면 길현리  51221 ]
[zipcode=]충북 영동군 심천면 단전리  51222 ]
[zipcode=]충북 영동군 심천면 마곡리  51223 ]
[zipcode=]충북 영동군 심천면 명천리  51224 ]
[zipcode=]충북 영동군 심천면 심천리  51225 ]
[zipcode=]충북 영동군 심천면 약목리  51226 ]
[zipcode=]충북 영동군 심천면 용당리  51227 ]
[zipcode=]충북 영동군 심천면 장동리  51228 ]
[zipcode=]충북 영동군 심천면 초강리  51229 ]
[zipcode=]충북 영동군 심천면  51230 ]
[zipcode=]충북 영동군 양강면 가동리  51231 ]
[zipcode=]충북 영동군 양강면 괴목리  51232 ]
[zipcode=]충북 영동군 양강면 교동리  51233 ]
[zipcode=]충북 영동군 양강면 구강리  51234 ]
[zipcode=]충북 영동군 양강면 남전리  51235 ]
[zipcode=]충북 영동군 양강면 두평리  51236 ]
[zipcode=]충북 영동군 양강면 만계리  51237 ]
[zipcode=]충북 영동군 양강면 묘동리  51238 ]
[zipcode=]충북 영동군 양강면 묵정리  51239 ]
[zipcode=]충북 영동군 양강면 산막리  51240 ]
[zipcode=]충북 영동군 양강면 신기리  51241 ]
[zipcode=]충북 영동군 양강면 양정리  51242 ]
[zipcode=]충북 영동군 양강면 유점리  51243 ]
[zipcode=]충북 영동군 양강면 죽촌리  51244 ]
[zipcode=]충북 영동군 양강면 지촌리  51245 ]
[zipcode=]충북 영동군 양강면 청남리  51246 ]
[zipcode=]충북 영동군 양강면  51247 ]
[zipcode=]충북 영동군 양산면 가곡리  51248 ]
[zipcode=]충북 영동군 양산면 가선리  51249 ]
[zipcode=]충북 영동군 양산면 누교리  51250 ]
[zipcode=]충북 영동군 양산면 명덕리  51251 ]
[zipcode=]충북 영동군 양산면 봉곡리  51252 ]
[zipcode=]충북 영동군 양산면 송호리  51253 ]
[zipcode=]충북 영동군 양산면 수두리  51254 ]
[zipcode=]충북 영동군 양산면 원당리  51255 ]
[zipcode=]충북 영동군 양산면 죽산리  51256 ]
[zipcode=]충북 영동군 양산면 호탄리  51257 ]
[zipcode=]충북 영동군 양산면  51258 ]
[zipcode=]충북 영동군 용산면 가곡리  51259 ]
[zipcode=]충북 영동군 용산면 구촌리  51260 ]
[zipcode=]충북 영동군 용산면 금곡리  51261 ]
[zipcode=]충북 영동군 용산면 덕진리  51262 ]
[zipcode=]충북 영동군 용산면 매금리  51263 ]
[zipcode=]충북 영동군 용산면 미전리  51264 ]
[zipcode=]충북 영동군 용산면 백자전리  51265 ]
[zipcode=]충북 영동군 용산면 법화리  51266 ]
[zipcode=]충북 영동군 용산면 부릉리  51267 ]
[zipcode=]충북 영동군 용산면 부상리  51268 ]
[zipcode=]충북 영동군 용산면 산저리  51269 ]
[zipcode=]충북 영동군 용산면 상용리  51270 ]
[zipcode=]충북 영동군 용산면 시금리  51271 ]
[zipcode=]충북 영동군 용산면 신항리  51272 ]
[zipcode=]충북 영동군 용산면 용산리  51273 ]
[zipcode=]충북 영동군 용산면 율리  51274 ]
[zipcode=]충북 영동군 용산면 천작리  51275 ]
[zipcode=]충북 영동군 용산면 청화리  51276 ]
[zipcode=]충북 영동군 용산면 한곡리  51277 ]
[zipcode=]충북 영동군 용산면 한석리  51278 ]
[zipcode=]충북 영동군 용산면  51279 ]
[zipcode=]충북 영동군 용화면 안정리  51280 ]
[zipcode=]충북 영동군 용화면 여의리  51281 ]
[zipcode=]충북 영동군 용화면 용강리  51282 ]
[zipcode=]충북 영동군 용화면 용화리  51283 ]
[zipcode=]충북 영동군 용화면 월전리  51284 ]
[zipcode=]충북 영동군 용화면 자계리  51285 ]
[zipcode=]충북 영동군 용화면 조동리  51286 ]
[zipcode=]충북 영동군 용화면  51287 ]
[zipcode=]충북 영동군 추풍령면 계룡리  51288 ]
[zipcode=]충북 영동군 추풍령면 관리  51289 ]
[zipcode=]충북 영동군 추풍령면 사부리  51290 ]
[zipcode=]충북 영동군 추풍령면 신안리  51291 ]
[zipcode=]충북 영동군 추풍령면 웅북리  51292 ]
[zipcode=]충북 영동군 추풍령면 작점리  51293 ]
[zipcode=]충북 영동군 추풍령면 죽전리  51294 ]
[zipcode=]충북 영동군 추풍령면 지봉리  51295 ]
[zipcode=]충북 영동군 추풍령면 추풍령리  51296 ]
[zipcode=]충북 영동군 추풍령면 학리  51297 ]
[zipcode=]충북 영동군 추풍령면 후리  51298 ]
[zipcode=]충북 영동군 추풍령면  51299 ]
[zipcode=]충북 영동군 학산면 도덕리  51300 ]
[zipcode=]충북 영동군 학산면 박계리  51301 ]
[zipcode=]충북 영동군 학산면 범화리  51302 ]
[zipcode=]충북 영동군 학산면 봉림리  51303 ]
[zipcode=]충북 영동군 학산면 봉소리  51304 ]
[zipcode=]충북 영동군 학산면 서산리  51305 ]
[zipcode=]충북 영동군 학산면 아암리  51306 ]
[zipcode=]충북 영동군 학산면 지내리  51307 ]
[zipcode=]충북 영동군 학산면 학산리  51308 ]
[zipcode=]충북 영동군 학산면 황산리  51309 ]
[zipcode=]충북 영동군 학산면  51310 ]
[zipcode=]충북 영동군 황간면 광평리  51311 ]
[zipcode=]충북 영동군 황간면 구교리  51312 ]
[zipcode=]충북 영동군 황간면 금계리  51313 ]
[zipcode=]충북 영동군 황간면 난곡리  51314 ]
[zipcode=]충북 영동군 황간면 남성리  51315 ]
[zipcode=]충북 영동군 황간면 노근리  51316 ]
[zipcode=]충북 영동군 황간면 마산리  51317 ]
[zipcode=]충북 영동군 황간면 서송원리  51318 ]
[zipcode=]충북 영동군 황간면 소계리  51319 ]
[zipcode=]충북 영동군 황간면 신촌리  51320 ]
[zipcode=]충북 영동군 황간면 신흥리  51321 ]
[zipcode=]충북 영동군 황간면 안화리  51322 ]
[zipcode=]충북 영동군 황간면 용암리  51323 ]
[zipcode=]충북 영동군 황간면 우매리  51324 ]
[zipcode=]충북 영동군 황간면 우천리  51325 ]
[zipcode=]충북 영동군 황간면 원촌리  51326 ]
[zipcode=]충북 영동군 황간면 통천리  51327 ]
[zipcode=]충북 영동군 황간면 회포리  51328 ]
[zipcode=]충북 영동군 황간면  51329 ]
[zipcode=]충북 옥천군 옥천읍 옥천우체국  51330 ]
[zipcode=]충북 옥천군 옥천읍 가풍리  51331 ]
[zipcode=]충북 옥천군 옥천읍 가화리  51332 ]
[zipcode=]충북 옥천군 옥천읍 각신리  51333 ]
[zipcode=]충북 옥천군 옥천읍 교동리  51334 ]
[zipcode=]충북 옥천군 옥천읍 구일리  51335 ]
[zipcode=]충북 옥천군 옥천읍 귀죽리  51336 ]
[zipcode=]충북 옥천군 옥천읍 귀현리  51337 ]
[zipcode=]충북 옥천군 옥천읍 귀화리  51338 ]
[zipcode=]충북 옥천군 옥천읍 금구1리  51339 ]
[zipcode=]충북 옥천군 옥천읍 금구2리  51340 ]
[zipcode=]충북 옥천군 옥천읍 금구3리  51341 ]
[zipcode=]충북 옥천군 옥천읍 금구4리  51342 ]
[zipcode=]충북 옥천군 옥천읍 금구리  51343 ]
[zipcode=]충북 옥천군 옥천읍 대천리  51344 ]
[zipcode=]충북 옥천군 옥천읍 동안리  51345 ]
[zipcode=]충북 옥천군 옥천읍 동정리  51346 ]
[zipcode=]충북 옥천군 옥천읍 마암리  51347 ]
[zipcode=]충북 옥천군 옥천읍 마항리  51348 ]
[zipcode=]충북 옥천군 옥천읍 매화리  51349 ]
[zipcode=]충북 옥천군 옥천읍 문정1리  51350 ]
[zipcode=]충북 옥천군 옥천읍 문정2리  51351 ]
[zipcode=]충북 옥천군 옥천읍 문정3리  51352 ]
[zipcode=]충북 옥천군 옥천읍 문정4리  51353 ]
[zipcode=]충북 옥천군 옥천읍 문정5리  51354 ]
[zipcode=]충북 옥천군 옥천읍 문정리  51355 ]
[zipcode=]충북 옥천군 옥천읍 삼양리  51356 ]
[zipcode=]충북 옥천군 옥천읍 삼청리  51357 ]
[zipcode=]충북 옥천군 옥천읍 상계리  51358 ]
[zipcode=]충북 옥천군 옥천읍 상삼리  51359 ]
[zipcode=]충북 옥천군 옥천읍 상야리  51360 ]
[zipcode=]충북 옥천군 옥천읍 서대리  51361 ]
[zipcode=]충북 옥천군 옥천읍 서정리  51362 ]
[zipcode=]충북 옥천군 옥천읍 성암리  51363 ]
[zipcode=]충북 옥천군 옥천읍 소정리  51364 ]
[zipcode=]충북 옥천군 옥천읍 수북리  51365 ]
[zipcode=]충북 옥천군 옥천읍 신기1리  51366 ]
[zipcode=]충북 옥천군 옥천읍 신기2리  51367 ]
[zipcode=]충북 옥천군 옥천읍 신기리  51368 ]
[zipcode=]충북 옥천군 옥천읍 양수리  51369 ]
[zipcode=]충북 옥천군 옥천읍 오대리  51370 ]
[zipcode=]충북 옥천군 옥천읍 옥각리  51371 ]
[zipcode=]충북 옥천군 옥천읍 원각리  51372 ]
[zipcode=]충북 옥천군 옥천읍 응천리  51373 ]
[zipcode=]충북 옥천군 옥천읍 장야리  51374 ]
[zipcode=]충북 옥천군 옥천읍 죽향리  51375 ]
[zipcode=]충북 옥천군 옥천읍 중삼리  51376 ]
[zipcode=]충북 옥천군 옥천읍 하계리  51377 ]
[zipcode=]충북 옥천군 옥천읍 하삼리  51378 ]
[zipcode=]충북 옥천군 옥천읍 화계리  51379 ]
[zipcode=]충북 옥천군 옥천읍  51380 ]
[zipcode=]충북 옥천군 군북면 감노리  51381 ]
[zipcode=]충북 옥천군 군북면 국원리  51382 ]
[zipcode=]충북 옥천군 군북면 대정리  51383 ]
[zipcode=]충북 옥천군 군북면 막지리  51384 ]
[zipcode=]충북 옥천군 군북면 보오리  51385 ]
[zipcode=]충북 옥천군 군북면 비야리  51386 ]
[zipcode=]충북 옥천군 군북면 석호리  51387 ]
[zipcode=]충북 옥천군 군북면 소정리  51388 ]
[zipcode=]충북 옥천군 군북면 와정리  51389 ]
[zipcode=]충북 옥천군 군북면 용호리  51390 ]
[zipcode=]충북 옥천군 군북면 이백리  51391 ]
[zipcode=]충북 옥천군 군북면 이평리  51392 ]
[zipcode=]충북 옥천군 군북면 자모리  51393 ]
[zipcode=]충북 옥천군 군북면 증약리  51394 ]
[zipcode=]충북 옥천군 군북면 지오리  51395 ]
[zipcode=]충북 옥천군 군북면 추소리  51396 ]
[zipcode=]충북 옥천군 군북면 항곡리  51397 ]
[zipcode=]충북 옥천군 군북면 환평리  51398 ]
[zipcode=]충북 옥천군 군북면  51399 ]
[zipcode=]충북 옥천군 군서면 금산리  51400 ]
[zipcode=]충북 옥천군 군서면 동평리  51401 ]
[zipcode=]충북 옥천군 군서면 사양리  51402 ]
[zipcode=]충북 옥천군 군서면 사정리  51403 ]
[zipcode=]충북 옥천군 군서면 상중리  51404 ]
[zipcode=]충북 옥천군 군서면 상지리  51405 ]
[zipcode=]충북 옥천군 군서면 오동리  51406 ]
[zipcode=]충북 옥천군 군서면 월전리  51407 ]
[zipcode=]충북 옥천군 군서면 은행리  51408 ]
[zipcode=]충북 옥천군 군서면 하동리  51409 ]
[zipcode=]충북 옥천군 군서면  51410 ]
[zipcode=]충북 옥천군 동이면 금암1리  51411 ]
[zipcode=]충북 옥천군 동이면 금암2리  51412 ]
[zipcode=]충북 옥천군 동이면 금암3리  51413 ]
[zipcode=]충북 옥천군 동이면 금암리  51414 ]
[zipcode=]충북 옥천군 동이면 남곡리  51415 ]
[zipcode=]충북 옥천군 동이면 석탄리  51416 ]
[zipcode=]충북 옥천군 동이면 세산리  51417 ]
[zipcode=]충북 옥천군 동이면 우산리  51418 ]
[zipcode=]충북 옥천군 동이면 적하리  51419 ]
[zipcode=]충북 옥천군 동이면 조령리  51420 ]
[zipcode=]충북 옥천군 동이면 지양리  51421 ]
[zipcode=]충북 옥천군 동이면 청마리  51422 ]
[zipcode=]충북 옥천군 동이면 평산리  51423 ]
[zipcode=]충북 옥천군 동이면  51424 ]
[zipcode=]충북 옥천군 안남면 도농리  51425 ]
[zipcode=]충북 옥천군 안남면 도덕리  51426 ]
[zipcode=]충북 옥천군 안남면 연주리  51427 ]
[zipcode=]충북 옥천군 안남면 종미리  51428 ]
[zipcode=]충북 옥천군 안남면 지수리  51429 ]
[zipcode=]충북 옥천군 안남면 청정리  51430 ]
[zipcode=]충북 옥천군 안남면 화학리  51431 ]
[zipcode=]충북 옥천군 안남면  51432 ]
[zipcode=]충북 옥천군 안내면 답양리  51433 ]
[zipcode=]충북 옥천군 안내면 도율리  51434 ]
[zipcode=]충북 옥천군 안내면 도이리  51435 ]
[zipcode=]충북 옥천군 안내면 동대리  51436 ]
[zipcode=]충북 옥천군 안내면 방하목리  51437 ]
[zipcode=]충북 옥천군 안내면 북대리  51438 ]
[zipcode=]충북 옥천군 안내면 서대리  51439 ]
[zipcode=]충북 옥천군 안내면 신촌리  51440 ]
[zipcode=]충북 옥천군 안내면 오덕리  51441 ]
[zipcode=]충북 옥천군 안내면 용촌리  51442 ]
[zipcode=]충북 옥천군 안내면 월외리  51443 ]
[zipcode=]충북 옥천군 안내면 인포리  51444 ]
[zipcode=]충북 옥천군 안내면 장계리  51445 ]
[zipcode=]충북 옥천군 안내면 정방리  51446 ]
[zipcode=]충북 옥천군 안내면 현리  51447 ]
[zipcode=]충북 옥천군 안내면  51448 ]
[zipcode=]충북 옥천군 이원면 강청리  51449 ]
[zipcode=]충북 옥천군 이원면 개심리  51450 ]
[zipcode=]충북 옥천군 이원면 건진리  51451 ]
[zipcode=]충북 옥천군 이원면 구룡리  51452 ]
[zipcode=]충북 옥천군 이원면 구미리  51453 ]
[zipcode=]충북 옥천군 이원면 대동리  51454 ]
[zipcode=]충북 옥천군 이원면 대흥리  51455 ]
[zipcode=]충북 옥천군 이원면 두암리  51456 ]
[zipcode=]충북 옥천군 이원면 미동리  51457 ]
[zipcode=]충북 옥천군 이원면 백지리  51458 ]
[zipcode=]충북 옥천군 이원면 소정리  51459 ]
[zipcode=]충북 옥천군 이원면 수묵리  51460 ]
[zipcode=]충북 옥천군 이원면 신흥리  51461 ]
[zipcode=]충북 옥천군 이원면 용방리  51462 ]
[zipcode=]충북 옥천군 이원면 원동리  51463 ]
[zipcode=]충북 옥천군 이원면 윤정리  51464 ]
[zipcode=]충북 옥천군 이원면 의평리  51465 ]
[zipcode=]충북 옥천군 이원면 이원리  51466 ]
[zipcode=]충북 옥천군 이원면 장찬리  51467 ]
[zipcode=]충북 옥천군 이원면 장화리  51468 ]
[zipcode=]충북 옥천군 이원면 지정리  51469 ]
[zipcode=]충북 옥천군 이원면 지탄리  51470 ]
[zipcode=]충북 옥천군 이원면 칠방리  51471 ]
[zipcode=]충북 옥천군 이원면 평계리  51472 ]
[zipcode=]충북 옥천군 이원면 포동리  51473 ]
[zipcode=]충북 옥천군 이원면 현남리  51474 ]
[zipcode=]충북 옥천군 이원면 현리  51475 ]
[zipcode=]충북 옥천군 이원면  51476 ]
[zipcode=]충북 옥천군 청산면 교평리  51477 ]
[zipcode=]충북 옥천군 청산면 대덕리  51478 ]
[zipcode=]충북 옥천군 청산면 대성리  51479 ]
[zipcode=]충북 옥천군 청산면 덕곡리  51480 ]
[zipcode=]충북 옥천군 청산면 덕지리  51481 ]
[zipcode=]충북 옥천군 청산면 만월리  51482 ]
[zipcode=]충북 옥천군 청산면 명티리  51483 ]
[zipcode=]충북 옥천군 청산면 백운리  51484 ]
[zipcode=]충북 옥천군 청산면 법화리  51485 ]
[zipcode=]충북 옥천군 청산면 삼방리  51486 ]
[zipcode=]충북 옥천군 청산면 신매리  51487 ]
[zipcode=]충북 옥천군 청산면 예곡리  51488 ]
[zipcode=]충북 옥천군 청산면 의동리  51489 ]
[zipcode=]충북 옥천군 청산면 의지리  51490 ]
[zipcode=]충북 옥천군 청산면 인정리  51491 ]
[zipcode=]충북 옥천군 청산면 장위리  51492 ]
[zipcode=]충북 옥천군 청산면 지전리  51493 ]
[zipcode=]충북 옥천군 청산면 판수리  51494 ]
[zipcode=]충북 옥천군 청산면 하서리  51495 ]
[zipcode=]충북 옥천군 청산면 한곡리  51496 ]
[zipcode=]충북 옥천군 청산면 효림리  51497 ]
[zipcode=]충북 옥천군 청산면 효목리  51498 ]
[zipcode=]충북 옥천군 청산면  51499 ]
[zipcode=]충북 옥천군 청성면 거포리  51500 ]
[zipcode=]충북 옥천군 청성면 고당리  51501 ]
[zipcode=]충북 옥천군 청성면 구음리  51502 ]
[zipcode=]충북 옥천군 청성면 궁촌리  51503 ]
[zipcode=]충북 옥천군 청성면 능월리  51504 ]
[zipcode=]충북 옥천군 청성면 대안리  51505 ]
[zipcode=]충북 옥천군 청성면 도장리  51506 ]
[zipcode=]충북 옥천군 청성면 묘금리  51507 ]
[zipcode=]충북 옥천군 청성면 산계리  51508 ]
[zipcode=]충북 옥천군 청성면 삼남리  51509 ]
[zipcode=]충북 옥천군 청성면 소서리  51510 ]
[zipcode=]충북 옥천군 청성면 양저리  51511 ]
[zipcode=]충북 옥천군 청성면 장수리  51512 ]
[zipcode=]충북 옥천군 청성면 장연리  51513 ]
[zipcode=]충북 옥천군 청성면 조천리  51514 ]
[zipcode=]충북 옥천군 청성면 합금리  51515 ]
[zipcode=]충북 옥천군 청성면 화동리  51516 ]
[zipcode=]충북 옥천군 청성면 화성리  51517 ]
[zipcode=]충북 옥천군 청성면  51518 ]
[zipcode=]충북 음성군 금왕읍 두진백로아파트  51519 ]
[zipcode=]충북 음성군 금왕읍 주공아파트  51520 ]
[zipcode=]충북 음성군 금왕읍 각회리  51521 ]
[zipcode=]충북 음성군 금왕읍 구계리  51522 ]
[zipcode=]충북 음성군 금왕읍 금석1리  51523 ]
[zipcode=]충북 음성군 금왕읍 금석2리  51524 ]
[zipcode=]충북 음성군 금왕읍 금석3리  51525 ]
[zipcode=]충북 음성군 금왕읍 금석리  51526 ]
[zipcode=]충북 음성군 금왕읍 내곡리  51527 ]
[zipcode=]충북 음성군 금왕읍 내송리  51528 ]
[zipcode=]충북 음성군 금왕읍 도청리  51529 ]
[zipcode=]충북 음성군 금왕읍 무극1리  51530 ]
[zipcode=]충북 음성군 금왕읍 무극2리  51531 ]
[zipcode=]충북 음성군 금왕읍 무극3리  51532 ]
[zipcode=]충북 음성군 금왕읍 무극4리  51533 ]
[zipcode=]충북 음성군 금왕읍 무극5리  51534 ]
[zipcode=]충북 음성군 금왕읍 무극6리  51535 ]
[zipcode=]충북 음성군 금왕읍 무극리  51536 ]
[zipcode=]충북 음성군 금왕읍 백야리  51537 ]
[zipcode=]충북 음성군 금왕읍 본대리  51538 ]
[zipcode=]충북 음성군 금왕읍 봉곡리  51539 ]
[zipcode=]충북 음성군 금왕읍 사창리  51540 ]
[zipcode=]충북 음성군 금왕읍 삼봉리  51541 ]
[zipcode=]충북 음성군 금왕읍 신평리  51542 ]
[zipcode=]충북 음성군 금왕읍 쌍봉리  51543 ]
[zipcode=]충북 음성군 금왕읍 오선리  51544 ]
[zipcode=]충북 음성군 금왕읍 용계리  51545 ]
[zipcode=]충북 음성군 금왕읍 유촌리  51546 ]
[zipcode=]충북 음성군 금왕읍 유포리  51547 ]
[zipcode=]충북 음성군 금왕읍 육령리  51548 ]
[zipcode=]충북 음성군 금왕읍 정생리  51549 ]
[zipcode=]충북 음성군 금왕읍 행제1리  51550 ]
[zipcode=]충북 음성군 금왕읍 행제2리  51551 ]
[zipcode=]충북 음성군 금왕읍 행제리  51552 ]
[zipcode=]충북 음성군 금왕읍 호산리  51553 ]
[zipcode=]충북 음성군 금왕읍  51554 ]
[zipcode=]충북 음성군 음성읍 음성우체국  51555 ]
[zipcode=]충북 음성군 음성읍 한성진주아파트  51556 ]
[zipcode=]충북 음성군 음성읍 감우리  51557 ]
[zipcode=]충북 음성군 음성읍 동음리  51558 ]
[zipcode=]충북 음성군 음성읍 사정리  51559 ]
[zipcode=]충북 음성군 음성읍 삼생리  51560 ]
[zipcode=]충북 음성군 음성읍 석인리  51561 ]
[zipcode=]충북 음성군 음성읍 소여리  51562 ]
[zipcode=]충북 음성군 음성읍 신천1리  51563 ]
[zipcode=]충북 음성군 음성읍 신천2리  51564 ]
[zipcode=]충북 음성군 음성읍 신천3리  51565 ]
[zipcode=]충북 음성군 음성읍 신천4리  51566 ]
[zipcode=]충북 음성군 음성읍 신천5리  51567 ]
[zipcode=]충북 음성군 음성읍 신천리 금광포란재아파트 (101∼108동) 51568 ]
[zipcode=]충북 음성군 음성읍 신천리 음성주공휴먼시아아파트 (101∼106동) 51569 ]
[zipcode=]충북 음성군 음성읍 신천리  51570 ]
[zipcode=]충북 음성군 음성읍 용산리  51571 ]
[zipcode=]충북 음성군 음성읍 읍내1리  51572 ]
[zipcode=]충북 음성군 음성읍 읍내2리  51573 ]
