[zipcode=]경북 경산시 갑제동 한국조폐공사화폐본부  34522 ]
[zipcode=]경북 예천군 유천면 성평리  38549 ]
[zipcode=]경북 예천군 유천면 손기리  38550 ]
[zipcode=]경북 예천군 유천면 송전리  38551 ]
[zipcode=]경북 예천군 유천면 송지리  38552 ]
[zipcode=]경북 예천군 유천면 수심리  38553 ]
[zipcode=]경북 예천군 유천면 연천리  38554 ]
[zipcode=]경북 예천군 유천면 연천리 사서함 322 38555 ]
[zipcode=]경북 예천군 유천면 용암리  38556 ]
[zipcode=]경북 예천군 유천면 율현리  38557 ]
[zipcode=]경북 예천군 유천면 죽안리  38558 ]
[zipcode=]경북 예천군 유천면 중평리  38559 ]
[zipcode=]경북 예천군 유천면 초적리  38560 ]
[zipcode=]경북 예천군 유천면 화전리  38561 ]
[zipcode=]경북 예천군 유천면 화지리  38562 ]
[zipcode=]경북 예천군 유천면  38563 ]
[zipcode=]경북 예천군 지보면 대죽리  38564 ]
[zipcode=]경북 예천군 지보면 도장리  38565 ]
[zipcode=]경북 예천군 지보면 도화리  38566 ]
[zipcode=]경북 예천군 지보면 마산리  38567 ]
[zipcode=]경북 예천군 지보면 마전리  38568 ]
[zipcode=]경북 예천군 지보면 만화리  38569 ]
[zipcode=]경북 예천군 지보면 매창리  38570 ]
[zipcode=]경북 예천군 지보면 상월리  38571 ]
[zipcode=]경북 예천군 지보면 소화리  38572 ]
[zipcode=]경북 예천군 지보면 송평리  38573 ]
[zipcode=]경북 예천군 지보면 수월리  38574 ]
[zipcode=]경북 예천군 지보면 신풍리  38575 ]
[zipcode=]경북 예천군 지보면 암천리  38576 ]
[zipcode=]경북 예천군 지보면 어신리  38577 ]
[zipcode=]경북 예천군 지보면 지보리  38578 ]
[zipcode=]경북 예천군 지보면  38579 ]
[zipcode=]경북 예천군 풍양면 고산리  38580 ]
[zipcode=]경북 예천군 풍양면 공덕리  38581 ]
[zipcode=]경북 예천군 풍양면 괴당리  38582 ]
[zipcode=]경북 예천군 풍양면 낙상리  38583 ]
[zipcode=]경북 예천군 풍양면 삼강리  38584 ]
[zipcode=]경북 예천군 풍양면 오지리  38585 ]
[zipcode=]경북 예천군 풍양면 와룡리  38586 ]
[zipcode=]경북 예천군 풍양면 우망리  38587 ]
[zipcode=]경북 예천군 풍양면 청곡리  38588 ]
[zipcode=]경북 예천군 풍양면 청운리  38589 ]
[zipcode=]경북 예천군 풍양면 풍신리  38590 ]
[zipcode=]경북 예천군 풍양면 하풍리  38591 ]
[zipcode=]경북 예천군 풍양면 효갈리  38592 ]
[zipcode=]경북 예천군 풍양면 흔효리  38593 ]
[zipcode=]경북 예천군 풍양면 흥천리  38594 ]
[zipcode=]경북 예천군 풍양면  38595 ]
[zipcode=]경북 예천군 하리면 금곡리  38596 ]
[zipcode=]경북 예천군 하리면 동사리  38597 ]
[zipcode=]경북 예천군 하리면 부초리  38598 ]
[zipcode=]경북 예천군 하리면 송월리  38599 ]
[zipcode=]경북 예천군 하리면 시항리  38600 ]
[zipcode=]경북 예천군 하리면 오류리  38601 ]
[zipcode=]경북 예천군 하리면 우곡리  38602 ]
[zipcode=]경북 예천군 하리면 율곡리  38603 ]
[zipcode=]경북 예천군 하리면 은산리  38604 ]
[zipcode=]경북 예천군 하리면 탑리  38605 ]
[zipcode=]경북 예천군 하리면  38606 ]
[zipcode=]경북 예천군 호명면 금능리  38607 ]
[zipcode=]경북 예천군 호명면 내신리  38608 ]
[zipcode=]경북 예천군 호명면 담암리  38609 ]
[zipcode=]경북 예천군 호명면 백송리  38610 ]
[zipcode=]경북 예천군 호명면 본리  38611 ]
[zipcode=]경북 예천군 호명면 본포리  38612 ]
[zipcode=]경북 예천군 호명면 산합리  38613 ]
[zipcode=]경북 예천군 호명면 송곡리  38614 ]
[zipcode=]경북 예천군 호명면 오천리  38615 ]
[zipcode=]경북 예천군 호명면 원곡리  38616 ]
[zipcode=]경북 예천군 호명면 월포리  38617 ]
[zipcode=]경북 예천군 호명면 종산리  38618 ]
[zipcode=]경북 예천군 호명면 직산리  38619 ]
[zipcode=]경북 예천군 호명면 한어리  38620 ]
[zipcode=]경북 예천군 호명면 형호리  38621 ]
[zipcode=]경북 예천군 호명면 황지리  38622 ]
[zipcode=]경북 예천군 호명면  38623 ]
[zipcode=]경북 울릉군 울릉읍 울릉우체국  38624 ]
[zipcode=]경북 울릉군 울릉읍 도동1리  38625 ]
[zipcode=]경북 울릉군 울릉읍 도동2리  38626 ]
[zipcode=]경북 울릉군 울릉읍 도동3리  38627 ]
[zipcode=]경북 울릉군 울릉읍 도동리  38628 ]
[zipcode=]경북 울릉군 울릉읍 독도리  38629 ]
[zipcode=]경북 울릉군 울릉읍 사동리  38630 ]
[zipcode=]경북 울릉군 울릉읍 저동리  38631 ]
[zipcode=]경북 울릉군 울릉읍  38632 ]
[zipcode=]경북 울릉군 북면 나리  38633 ]
[zipcode=]경북 울릉군 북면 나리1리  38634 ]
[zipcode=]경북 울릉군 북면 나리2리  38635 ]
[zipcode=]경북 울릉군 북면 천부1리  38636 ]
[zipcode=]경북 울릉군 북면 천부2리  38637 ]
[zipcode=]경북 울릉군 북면 천부3리  38638 ]
[zipcode=]경북 울릉군 북면 천부4리  38639 ]
[zipcode=]경북 울릉군 북면 천부리  38640 ]
[zipcode=]경북 울릉군 북면 현포리  38641 ]
[zipcode=]경북 울릉군 북면  38642 ]
[zipcode=]경북 울릉군 서면 남서리  38643 ]
[zipcode=]경북 울릉군 서면 남양1리  38644 ]
[zipcode=]경북 울릉군 서면 남양2리  38645 ]
[zipcode=]경북 울릉군 서면 남양3리  38646 ]
[zipcode=]경북 울릉군 서면 남양리  38647 ]
[zipcode=]경북 울릉군 서면 태하리  38648 ]
[zipcode=]경북 울릉군 서면  38649 ]
[zipcode=]경북 울진군 울진읍 울진우체국  38650 ]
[zipcode=]경북 울진군 울진읍 고성1리  38651 ]
[zipcode=]경북 울진군 울진읍 고성2리  38652 ]
[zipcode=]경북 울진군 울진읍 고성리  38653 ]
[zipcode=]경북 울진군 울진읍 대흥리  38654 ]
[zipcode=]경북 울진군 울진읍 명도리  38655 ]
[zipcode=]경북 울진군 울진읍 신림리  38656 ]
[zipcode=]경북 울진군 울진읍 연지리  38657 ]
[zipcode=]경북 울진군 울진읍 온양리  38658 ]
[zipcode=]경북 울진군 울진읍 읍남1리  38659 ]
[zipcode=]경북 울진군 울진읍 읍남2리  38660 ]
[zipcode=]경북 울진군 울진읍 읍남3리  38661 ]
[zipcode=]경북 울진군 울진읍 읍남4리  38662 ]
[zipcode=]경북 울진군 울진읍 읍남리  38663 ]
[zipcode=]경북 울진군 울진읍 읍내1리  38664 ]
[zipcode=]경북 울진군 울진읍 읍내2리  38665 ]
[zipcode=]경북 울진군 울진읍 읍내3리  38666 ]
[zipcode=]경북 울진군 울진읍 읍내4리  38667 ]
[zipcode=]경북 울진군 울진읍 읍내5리  38668 ]
[zipcode=]경북 울진군 울진읍 읍내리  38669 ]
[zipcode=]경북 울진군 울진읍 정림리  38670 ]
[zipcode=]경북 울진군 울진읍 호월리  38671 ]
[zipcode=]경북 울진군 울진읍  38672 ]
[zipcode=]경북 울진군 평해읍 거일리  38673 ]
[zipcode=]경북 울진군 평해읍 삼달리  38674 ]
[zipcode=]경북 울진군 평해읍 오곡리  38675 ]
[zipcode=]경북 울진군 평해읍 월송리  38676 ]
[zipcode=]경북 울진군 평해읍 직산리  38677 ]
[zipcode=]경북 울진군 평해읍 평해리  38678 ]
[zipcode=]경북 울진군 평해읍 학곡리  38679 ]
[zipcode=]경북 울진군 평해읍  38680 ]
[zipcode=]경북 울진군 근남면 구산리  38681 ]
[zipcode=]경북 울진군 근남면 노음1리  38682 ]
[zipcode=]경북 울진군 근남면 노음2리  38683 ]
[zipcode=]경북 울진군 근남면 노음3리  38684 ]
[zipcode=]경북 울진군 근남면 노음리  38685 ]
[zipcode=]경북 울진군 근남면 산포리  38686 ]
[zipcode=]경북 울진군 근남면 수곡리  38687 ]
[zipcode=]경북 울진군 근남면 수산리  38688 ]
[zipcode=]경북 울진군 근남면 진복리  38689 ]
[zipcode=]경북 울진군 근남면 행곡리  38690 ]
[zipcode=]경북 울진군 근남면  38691 ]
[zipcode=]경북 울진군 기성면 구산리  38692 ]
[zipcode=]경북 울진군 기성면 기성리  38693 ]
[zipcode=]경북 울진군 기성면 다천리  38694 ]
[zipcode=]경북 울진군 기성면 망양리  38695 ]
[zipcode=]경북 울진군 기성면 방율리  38696 ]
[zipcode=]경북 울진군 기성면 봉산리  38697 ]
[zipcode=]경북 울진군 기성면 사동리  38698 ]
[zipcode=]경북 울진군 기성면 삼산리  38699 ]
[zipcode=]경북 울진군 기성면 이평리  38700 ]
[zipcode=]경북 울진군 기성면 정명리  38701 ]
[zipcode=]경북 울진군 기성면 척산리  38702 ]
[zipcode=]경북 울진군 기성면 황보리  38703 ]
[zipcode=]경북 울진군 기성면  38704 ]
[zipcode=]경북 울진군 북면 검성리  38705 ]
[zipcode=]경북 울진군 북면 고목리  38706 ]
[zipcode=]경북 울진군 북면 나곡리  38707 ]
[zipcode=]경북 울진군 북면 덕구리  38708 ]
[zipcode=]경북 울진군 북면 덕천리  38709 ]
[zipcode=]경북 울진군 북면 두천리  38710 ]
[zipcode=]경북 울진군 북면 부구리 한국수력원자력(주)울진원자력본부  38711 ]
[zipcode=]경북 울진군 북면 부구리  38712 ]
[zipcode=]경북 울진군 북면 사계리  38713 ]
[zipcode=]경북 울진군 북면 상당리  38714 ]
[zipcode=]경북 울진군 북면 소곡리  38715 ]
[zipcode=]경북 울진군 북면 신화리  38716 ]
[zipcode=]경북 울진군 북면 주인리  38717 ]
[zipcode=]경북 울진군 북면 하당리  38718 ]
[zipcode=]경북 울진군 북면  38719 ]
[zipcode=]경북 울진군 서면 광회리  38720 ]
[zipcode=]경북 울진군 서면 삼근리  38721 ]
[zipcode=]경북 울진군 서면 소광리  38722 ]
[zipcode=]경북 울진군 서면 쌍전리  38723 ]
[zipcode=]경북 울진군 서면 왕피리  38724 ]
[zipcode=]경북 울진군 서면 전곡리  38725 ]
[zipcode=]경북 울진군 서면 하원리  38726 ]
[zipcode=]경북 울진군 서면  38727 ]
[zipcode=]경북 울진군 온정면 광품리  38728 ]
[zipcode=]경북 울진군 온정면 금천리  38729 ]
[zipcode=]경북 울진군 온정면 덕산리  38730 ]
[zipcode=]경북 울진군 온정면 덕인리  38731 ]
[zipcode=]경북 울진군 온정면 선구리  38732 ]
[zipcode=]경북 울진군 온정면 소태1리  38733 ]
[zipcode=]경북 울진군 온정면 소태2리  38734 ]
[zipcode=]경북 울진군 온정면 소태3리  38735 ]
[zipcode=]경북 울진군 온정면 소태리  38736 ]
[zipcode=]경북 울진군 온정면 온정리  38737 ]
[zipcode=]경북 울진군 온정면 외선미리  38738 ]
[zipcode=]경북 울진군 온정면 조금리  38739 ]
[zipcode=]경북 울진군 온정면  38740 ]
[zipcode=]경북 울진군 원남면 갈면리  38741 ]
[zipcode=]경북 울진군 원남면 금매리  38742 ]
[zipcode=]경북 울진군 원남면 기양리  38743 ]
[zipcode=]경북 울진군 원남면 길곡리  38744 ]
[zipcode=]경북 울진군 원남면 덕신리  38745 ]
[zipcode=]경북 울진군 원남면 매화리  38746 ]
[zipcode=]경북 울진군 원남면 신흥1리  38747 ]
[zipcode=]경북 울진군 원남면 신흥2리  38748 ]
[zipcode=]경북 울진군 원남면 신흥리  38749 ]
[zipcode=]경북 울진군 원남면 오산리  38750 ]
[zipcode=]경북 울진군 원남면  38751 ]
[zipcode=]경북 울진군 죽변면 봉평리  38752 ]
[zipcode=]경북 울진군 죽변면 죽변1리  38753 ]
[zipcode=]경북 울진군 죽변면 죽변2리  38754 ]
[zipcode=]경북 울진군 죽변면 죽변3리  38755 ]
[zipcode=]경북 울진군 죽변면 죽변4리  38756 ]
[zipcode=]경북 울진군 죽변면 죽변5리  38757 ]
[zipcode=]경북 울진군 죽변면 죽변리  38758 ]
[zipcode=]경북 울진군 죽변면 화성리  38759 ]
[zipcode=]경북 울진군 죽변면 후정1리  38760 ]
[zipcode=]경북 울진군 죽변면 후정2리  38761 ]
[zipcode=]경북 울진군 죽변면 후정3리  38762 ]
[zipcode=]경북 울진군 죽변면 후정4리  38763 ]
[zipcode=]경북 울진군 죽변면 후정리  38764 ]
[zipcode=]경북 울진군 죽변면  38765 ]
[zipcode=]경북 울진군 후포면 금음리  38766 ]
[zipcode=]경북 울진군 후포면 삼율1리  38767 ]
[zipcode=]경북 울진군 후포면 삼율2리  38768 ]
[zipcode=]경북 울진군 후포면 삼율3리  38769 ]
[zipcode=]경북 울진군 후포면 삼율4리  38770 ]
[zipcode=]경북 울진군 후포면 삼율리  38771 ]
[zipcode=]경북 울진군 후포면 후포1리  38772 ]
[zipcode=]경북 울진군 후포면 후포2리  38773 ]
[zipcode=]경북 울진군 후포면 후포3리  38774 ]
[zipcode=]경북 울진군 후포면 후포4리  38775 ]
[zipcode=]경북 울진군 후포면 후포5리  38776 ]
[zipcode=]경북 울진군 후포면 후포6리  38777 ]
[zipcode=]경북 울진군 후포면 후포7리  38778 ]
[zipcode=]경북 울진군 후포면 후포리  38779 ]
[zipcode=]경북 울진군 후포면  38780 ]
[zipcode=]경북 의성군 의성읍 의성우체국  38781 ]
[zipcode=]경북 의성군 의성읍 도동리  38782 ]
[zipcode=]경북 의성군 의성읍 도서리  38783 ]
[zipcode=]경북 의성군 의성읍 비봉리  38784 ]
[zipcode=]경북 의성군 의성읍 상리리  38785 ]
[zipcode=]경북 의성군 의성읍 업리  38786 ]
[zipcode=]경북 의성군 의성읍 오로리  38787 ]
[zipcode=]경북 의성군 의성읍 용연리  38788 ]
[zipcode=]경북 의성군 의성읍 원당리  38789 ]
[zipcode=]경북 의성군 의성읍 중리리  38790 ]
[zipcode=]경북 의성군 의성읍 철파리  38791 ]
[zipcode=]경북 의성군 의성읍 치선리  38792 ]
[zipcode=]경북 의성군 의성읍 팔성리  38793 ]
[zipcode=]경북 의성군 의성읍 후죽1리  38794 ]
[zipcode=]경북 의성군 의성읍 후죽2리  38795 ]
[zipcode=]경북 의성군 의성읍 후죽3리  38796 ]
[zipcode=]경북 의성군 의성읍 후죽4리  38797 ]
[zipcode=]경북 의성군 의성읍 후죽리  38798 ]
[zipcode=]경북 의성군 의성읍 의성군청  38799 ]
[zipcode=]경북 의성군 의성읍  38800 ]
[zipcode=]경북 의성군 가음면 가산1리  38801 ]
[zipcode=]경북 의성군 가음면 가산2리  38802 ]
[zipcode=]경북 의성군 가음면 가산3리  38803 ]
[zipcode=]경북 의성군 가음면 가산4리  38804 ]
[zipcode=]경북 의성군 가음면 가산리  38805 ]
[zipcode=]경북 의성군 가음면 귀천리  38806 ]
[zipcode=]경북 의성군 가음면 순호리  38807 ]
[zipcode=]경북 의성군 가음면 양지리  38808 ]
[zipcode=]경북 의성군 가음면 이리  38809 ]
[zipcode=]경북 의성군 가음면 장1리  38810 ]
[zipcode=]경북 의성군 가음면 장2리  38811 ]
[zipcode=]경북 의성군 가음면 장3리  38812 ]
[zipcode=]경북 의성군 가음면 장리  38813 ]
[zipcode=]경북 의성군 가음면 현리리  38814 ]
[zipcode=]경북 의성군 가음면  38815 ]
[zipcode=]경북 의성군 구천면 내산리  38816 ]
[zipcode=]경북 의성군 구천면 모흥1리  38817 ]
[zipcode=]경북 의성군 구천면 모흥2리  38818 ]
[zipcode=]경북 의성군 구천면 모흥3리  38819 ]
[zipcode=]경북 의성군 구천면 모흥리  38820 ]
[zipcode=]경북 의성군 구천면 미천리  38821 ]
[zipcode=]경북 의성군 구천면 소호리  38822 ]
[zipcode=]경북 의성군 구천면 용사리  38823 ]
[zipcode=]경북 의성군 구천면 위성리  38824 ]
[zipcode=]경북 의성군 구천면 유산리  38825 ]
[zipcode=]경북 의성군 구천면 장국리  38826 ]
[zipcode=]경북 의성군 구천면 조성리  38827 ]
[zipcode=]경북 의성군 구천면 청산리  38828 ]
[zipcode=]경북 의성군 구천면  38829 ]
[zipcode=]경북 의성군 금성면 개일리  38830 ]
[zipcode=]경북 의성군 금성면 구련리  38831 ]
[zipcode=]경북 의성군 금성면 대리1리  38832 ]
[zipcode=]경북 의성군 금성면 대리2리  38833 ]
[zipcode=]경북 의성군 금성면 대리3리  38834 ]
[zipcode=]경북 의성군 금성면 대리4리  38835 ]
[zipcode=]경북 의성군 금성면 대리리  38836 ]
[zipcode=]경북 의성군 금성면 도경1리  38837 ]
[zipcode=]경북 의성군 금성면 도경2리  38838 ]
[zipcode=]경북 의성군 금성면 도경3리  38839 ]
[zipcode=]경북 의성군 금성면 도경4리  38840 ]
[zipcode=]경북 의성군 금성면 도경리  38841 ]
[zipcode=]경북 의성군 금성면 만천리  38842 ]
[zipcode=]경북 의성군 금성면 명덕리  38843 ]
[zipcode=]경북 의성군 금성면 산운1리  38844 ]
[zipcode=]경북 의성군 금성면 산운2리  38845 ]
[zipcode=]경북 의성군 금성면 산운리  38846 ]
[zipcode=]경북 의성군 금성면 수정리  38847 ]
[zipcode=]경북 의성군 금성면 운곡리  38848 ]
[zipcode=]경북 의성군 금성면 제오리  38849 ]
[zipcode=]경북 의성군 금성면 청로리  38850 ]
[zipcode=]경북 의성군 금성면 초전리  38851 ]
[zipcode=]경북 의성군 금성면 탑리1리  38852 ]
[zipcode=]경북 의성군 금성면 탑리2리  38853 ]
[zipcode=]경북 의성군 금성면 탑리3리  38854 ]
[zipcode=]경북 의성군 금성면 탑리4리  38855 ]
[zipcode=]경북 의성군 금성면 탑리리  38856 ]
[zipcode=]경북 의성군 금성면 하리  38857 ]
[zipcode=]경북 의성군 금성면 학미리  38858 ]
[zipcode=]경북 의성군 금성면  38859 ]
[zipcode=]경북 의성군 다인면 가원리  38860 ]
[zipcode=]경북 의성군 다인면 달제리  38861 ]
[zipcode=]경북 의성군 다인면 덕미리  38862 ]
[zipcode=]경북 의성군 다인면 덕지리  38863 ]
[zipcode=]경북 의성군 다인면 도암리  38864 ]
[zipcode=]경북 의성군 다인면 봉정리  38865 ]
[zipcode=]경북 의성군 다인면 산내리  38866 ]
[zipcode=]경북 의성군 다인면 삼분리  38867 ]
[zipcode=]경북 의성군 다인면 서릉리  38868 ]
[zipcode=]경북 의성군 다인면 송호1리  38869 ]
[zipcode=]경북 의성군 다인면 송호2리  38870 ]
[zipcode=]경북 의성군 다인면 송호3리  38871 ]
[zipcode=]경북 의성군 다인면 송호리  38872 ]
[zipcode=]경북 의성군 다인면 신락리  38873 ]
[zipcode=]경북 의성군 다인면 양서리  38874 ]
[zipcode=]경북 의성군 다인면 외정리  38875 ]
[zipcode=]경북 의성군 다인면 용곡리  38876 ]
[zipcode=]경북 의성군 다인면 용무1리  38877 ]
[zipcode=]경북 의성군 다인면 용무2리  38878 ]
[zipcode=]경북 의성군 다인면 용무리  38879 ]
[zipcode=]경북 의성군 다인면 평림리  38880 ]
[zipcode=]경북 의성군 다인면  38881 ]
[zipcode=]경북 의성군 단밀면 단밀중학교  38882 ]
[zipcode=]경북 의성군 단밀면 낙정리  38883 ]
[zipcode=]경북 의성군 단밀면 생송리  38884 ]
[zipcode=]경북 의성군 단밀면 서제리  38885 ]
[zipcode=]경북 의성군 단밀면 속암리  38886 ]
[zipcode=]경북 의성군 단밀면 용곡리  38887 ]
[zipcode=]경북 의성군 단밀면 위중리  38888 ]
[zipcode=]경북 의성군 단밀면 주선리 1∼399 38889 ]
[zipcode=]경북 의성군 단밀면 주선리 400∼650 38890 ]
[zipcode=]경북 의성군 단밀면 팔등리  38891 ]
[zipcode=]경북 의성군 단밀면  38892 ]
[zipcode=]경북 의성군 단북면 노연리  38893 ]
[zipcode=]경북 의성군 단북면 성암리  38894 ]
[zipcode=]경북 의성군 단북면 신하리  38895 ]
[zipcode=]경북 의성군 단북면 연제1리  38896 ]
[zipcode=]경북 의성군 단북면 연제2리  38897 ]
[zipcode=]경북 의성군 단북면 연제3리  38898 ]
[zipcode=]경북 의성군 단북면 연제리  38899 ]
[zipcode=]경북 의성군 단북면 이연1리  38900 ]
[zipcode=]경북 의성군 단북면 이연2리  38901 ]
[zipcode=]경북 의성군 단북면 이연3리  38902 ]
[zipcode=]경북 의성군 단북면 이연4리  38903 ]
[zipcode=]경북 의성군 단북면 이연리  38904 ]
[zipcode=]경북 의성군 단북면 정안리  38905 ]
[zipcode=]경북 의성군 단북면 효제리  38906 ]
[zipcode=]경북 의성군 단북면  38907 ]
[zipcode=]경북 의성군 단촌면 관덕1리  38908 ]
[zipcode=]경북 의성군 단촌면 관덕2리  38909 ]
[zipcode=]경북 의성군 단촌면 관덕3리  38910 ]
[zipcode=]경북 의성군 단촌면 관덕리  38911 ]
[zipcode=]경북 의성군 단촌면 구계리  38912 ]
[zipcode=]경북 의성군 단촌면 방하리  38913 ]
[zipcode=]경북 의성군 단촌면 병방리  38914 ]
[zipcode=]경북 의성군 단촌면 상화리  38915 ]
[zipcode=]경북 의성군 단촌면 세촌리  38916 ]
[zipcode=]경북 의성군 단촌면 장림리  38917 ]
[zipcode=]경북 의성군 단촌면 하화리  38918 ]
[zipcode=]경북 의성군 단촌면 후평리  38919 ]
[zipcode=]경북 의성군 단촌면  38920 ]
[zipcode=]경북 의성군 봉양면 구미리  38921 ]
[zipcode=]경북 의성군 봉양면 구산리  38922 ]
[zipcode=]경북 의성군 봉양면 길천리  38923 ]
[zipcode=]경북 의성군 봉양면 도원리  38924 ]
[zipcode=]경북 의성군 봉양면 문흥리  38925 ]
[zipcode=]경북 의성군 봉양면 분토리  38926 ]
[zipcode=]경북 의성군 봉양면 사부리  38927 ]
[zipcode=]경북 의성군 봉양면 삼산리  38928 ]
[zipcode=]경북 의성군 봉양면 신평리  38929 ]
[zipcode=]경북 의성군 봉양면 안평리  38930 ]
[zipcode=]경북 의성군 봉양면 장대리  38931 ]
[zipcode=]경북 의성군 봉양면 풍리리  38932 ]
[zipcode=]경북 의성군 봉양면 화전1리  38933 ]
[zipcode=]경북 의성군 봉양면 화전2리  38934 ]
[zipcode=]경북 의성군 봉양면 화전3리  38935 ]
[zipcode=]경북 의성군 봉양면 화전리  38936 ]
[zipcode=]경북 의성군 봉양면  38937 ]
[zipcode=]경북 의성군 비안면 도암리  38938 ]
[zipcode=]경북 의성군 비안면 동부리  38939 ]
[zipcode=]경북 의성군 비안면 산제리  38940 ]
[zipcode=]경북 의성군 비안면 서부리  38941 ]
[zipcode=]경북 의성군 비안면 쌍계리  38942 ]
[zipcode=]경북 의성군 비안면 옥연리  38943 ]
[zipcode=]경북 의성군 비안면 외곡리  38944 ]
[zipcode=]경북 의성군 비안면 용남리  38945 ]
[zipcode=]경북 의성군 비안면 용천리  38946 ]
[zipcode=]경북 의성군 비안면 이두리  38947 ]
[zipcode=]경북 의성군 비안면 자락리  38948 ]
[zipcode=]경북 의성군 비안면 장춘리  38949 ]
[zipcode=]경북 의성군 비안면 현산리  38950 ]
[zipcode=]경북 의성군 비안면 화신리  38951 ]
[zipcode=]경북 의성군 비안면  38952 ]
[zipcode=]경북 의성군 사곡면 공정리  38953 ]
[zipcode=]경북 의성군 사곡면 매곡리  38954 ]
[zipcode=]경북 의성군 사곡면 신감리  38955 ]
[zipcode=]경북 의성군 사곡면 신리리  38956 ]
[zipcode=]경북 의성군 사곡면 양지리  38957 ]
[zipcode=]경북 의성군 사곡면 오상리  38958 ]
[zipcode=]경북 의성군 사곡면 음지리  38959 ]
[zipcode=]경북 의성군 사곡면 작승리  38960 ]
[zipcode=]경북 의성군 사곡면 토현리  38961 ]
[zipcode=]경북 의성군 사곡면 화전리  38962 ]
[zipcode=]경북 의성군 사곡면  38963 ]
[zipcode=]경북 의성군 신평면 검곡리  38964 ]
[zipcode=]경북 의성군 신평면 교안리  38965 ]
[zipcode=]경북 의성군 신평면 덕봉리  38966 ]
[zipcode=]경북 의성군 신평면 용봉리  38967 ]
[zipcode=]경북 의성군 신평면 중율리  38968 ]
[zipcode=]경북 의성군 신평면 청운리  38969 ]
[zipcode=]경북 의성군 신평면  38970 ]
[zipcode=]경북 의성군 안계면 교촌리  38971 ]
[zipcode=]경북 의성군 안계면 도덕리  38972 ]
[zipcode=]경북 의성군 안계면 봉양리  38973 ]
[zipcode=]경북 의성군 안계면 시안리  38974 ]
[zipcode=]경북 의성군 안계면 안정리  38975 ]
[zipcode=]경북 의성군 안계면 양곡리  38976 ]
[zipcode=]경북 의성군 안계면 용기1리  38977 ]
[zipcode=]경북 의성군 안계면 용기2리  38978 ]
[zipcode=]경북 의성군 안계면 용기3리  38979 ]
[zipcode=]경북 의성군 안계면 용기4리  38980 ]
[zipcode=]경북 의성군 안계면 용기5리  38981 ]
[zipcode=]경북 의성군 안계면 용기6리  38982 ]
[zipcode=]경북 의성군 안계면 용기7리  38983 ]
[zipcode=]경북 의성군 안계면 용기리  38984 ]
[zipcode=]경북 의성군 안계면 위양리  38985 ]
[zipcode=]경북 의성군 안계면 토매리  38986 ]
[zipcode=]경북 의성군 안계면  38987 ]
[zipcode=]경북 의성군 안사면 만리리  38988 ]
[zipcode=]경북 의성군 안사면 신수리  38989 ]
[zipcode=]경북 의성군 안사면 쌍호리  38990 ]
[zipcode=]경북 의성군 안사면 안사1리  38991 ]
[zipcode=]경북 의성군 안사면 안사2리  38992 ]
[zipcode=]경북 의성군 안사면 안사리  38993 ]
[zipcode=]경북 의성군 안사면 월소리  38994 ]
[zipcode=]경북 의성군 안사면 중하리  38995 ]
[zipcode=]경북 의성군 안사면  38996 ]
[zipcode=]경북 의성군 안평면 괴산1리  38997 ]
[zipcode=]경북 의성군 안평면 괴산2리  38998 ]
[zipcode=]경북 의성군 안평면 괴산리  38999 ]
[zipcode=]경북 의성군 안평면 금곡리  39000 ]
[zipcode=]경북 의성군 안평면 기도리  39001 ]
[zipcode=]경북 의성군 안평면 대사리  39002 ]
[zipcode=]경북 의성군 안평면 도옥리  39003 ]
[zipcode=]경북 의성군 안평면 마전리  39004 ]
[zipcode=]경북 의성군 안평면 박곡리  39005 ]
[zipcode=]경북 의성군 안평면 삼춘리  39006 ]
[zipcode=]경북 의성군 안평면 석탑리  39007 ]
[zipcode=]경북 의성군 안평면 신안리  39008 ]
[zipcode=]경북 의성군 안평면 신월리  39009 ]
[zipcode=]경북 의성군 안평면 창길리  39010 ]
[zipcode=]경북 의성군 안평면 하령리  39011 ]
[zipcode=]경북 의성군 안평면  39012 ]
[zipcode=]경북 의성군 옥산면 감계리  39013 ]
[zipcode=]경북 의성군 옥산면 구성1리  39014 ]
[zipcode=]경북 의성군 옥산면 구성2리  39015 ]
[zipcode=]경북 의성군 옥산면 구성리  39016 ]
[zipcode=]경북 의성군 옥산면 금봉리  39017 ]
[zipcode=]경북 의성군 옥산면 금학리  39018 ]
[zipcode=]경북 의성군 옥산면 신계리  39019 ]
[zipcode=]경북 의성군 옥산면 실업리  39020 ]
[zipcode=]경북 의성군 옥산면 오류리  39021 ]
[zipcode=]경북 의성군 옥산면 입암1리  39022 ]
[zipcode=]경북 의성군 옥산면 입암2리  39023 ]
[zipcode=]경북 의성군 옥산면 입암3리  39024 ]
[zipcode=]경북 의성군 옥산면 입암리  39025 ]
[zipcode=]경북 의성군 옥산면 전흥1리  39026 ]
[zipcode=]경북 의성군 옥산면 전흥2리  39027 ]
[zipcode=]경북 의성군 옥산면 전흥리  39028 ]
[zipcode=]경북 의성군 옥산면 정자리  39029 ]
[zipcode=]경북 의성군 옥산면  39030 ]
[zipcode=]경북 의성군 점곡면 구암리  39031 ]
[zipcode=]경북 의성군 점곡면 동변리  39032 ]
[zipcode=]경북 의성군 점곡면 명고리  39033 ]
[zipcode=]경북 의성군 점곡면 사촌리  39034 ]
[zipcode=]경북 의성군 점곡면 서변리  39035 ]
